HomeTeam,AwayTeam,FTHG,FTAG
Atl. San Luis,Guadalajara Chivas,2,2
Santos Laguna,UNAM Pumas,3,2
Necaxa,Toluca,0,1
Juarez,Club Leon,0,1
Queretaro,Atlas,0,3
Monterrey,Club America,2,1
Cruz Azul,Puebla,1,3
Guadalajara Chivas,Santos Laguna,1,0
Necaxa,Queretaro,1,0
Juarez,Atlas,1,2
Monterrey,Mazatlan FC,2,1
Club Leon,Tigres UANL,0,3
Cruz Azul,UNAM Pumas,2,1
Guadalajara Chivas,Club America,0,0
Toluca,Pachuca,0,3
Atl. San Luis,Puebla,2,1
Santos Laguna,Club Tijuana,4,0
Monterrey,Juarez,3,0
Queretaro,Atl. San Luis,2,1
Puebla,Santos Laguna,2,2
UNAM Pumas,Necaxa,1,3
Tigres UANL,Monterrey,2,0
Pachuca,Cruz Azul,1,0
Club America,Toluca,3,0
Atlas,Guadalajara Chivas,1,1
Mazatlan FC,Club Leon,1,2
Club Tijuana,Juarez,1,0
UNAM Pumas,Mazatlan FC,1,1
Atl. San Luis,Mazatlan FC,1,0
Cruz Azul,Atlas,1,0
Necaxa,Club America,0,1
Juarez,UNAM Pumas,0,1
Toluca,Puebla,2,1
Club Leon,Queretaro,1,1
Santos Laguna,Pachuca,3,1
Tigres UANL,Club Tijuana,2,0
Toluca,Monterrey,2,2
Atlas,Necaxa,2,1
Pachuca,Tigres UANL,2,1
Club Tijuana,Atl. San Luis,1,1
Puebla,UNAM Pumas,2,2
Mazatlan FC,Cruz Azul,1,1
Atl. San Luis,Club Leon,2,0
Toluca,Guadalajara Chivas,1,1
Monterrey,Santos Laguna,1,0
Club America,Juarez,3,0
Queretaro,Tigres UANL,0,1
Pachuca,Club Tijuana,0,0
Guadalajara Chivas,Monterrey,1,3
Atlas,Mazatlan FC,1,2
Necaxa,Atl. San Luis,4,2
Juarez,Pachuca,1,2
Club Tijuana,Club America,1,3
Club Leon,Puebla,0,1
Santos Laguna,Queretaro,1,1
Tigres UANL,Toluca,3,0
Cruz Azul,Guadalajara Chivas,0,1
UNAM Pumas,Monterrey,2,0
Necaxa,Tigres UANL,2,0
Pachuca,Puebla,1,0
Guadalajara Chivas,Club Tijuana,2,1
Mazatlan FC,Santos Laguna,1,0
Toluca,Juarez,0,1
Atl. San Luis,UNAM Pumas,2,0
Club America,Club Leon,2,0
Monterrey,Atlas,0,0
Queretaro,Cruz Azul,0,1
Puebla,Necaxa,0,1
Juarez,Mazatlan FC,0,2
Pachuca,Monterrey,3,0
Tigres UANL,Club America,0,2
Guadalajara Chivas,UNAM Pumas,3,1
Toluca,Atlas,2,4
Cruz Azul,Atl. San Luis,0,1
Santos Laguna,Club Leon,1,1
Club Tijuana,Queretaro,2,2
Necaxa,Guadalajara Chivas,0,1
Mazatlan FC,Puebla,2,1
Queretaro,Juarez,4,0
Atlas,Tigres UANL,1,1
Monterrey,Club Tijuana,2,0
Club America,Cruz Azul,0,0
UNAM Pumas,Pachuca,2,0
Atl. San Luis,Santos Laguna,1,3
Club Leon,Toluca,4,4
Cruz Azul,Necaxa,1,1
Monterrey,Atl. San Luis,2,2
Puebla,Mazatlan FC,2,2
Guadalajara Chivas,UNAM Pumas,4,1
Atl. San Luis,Pachuca,2,2
Puebla,Club America,1,1
Cruz Azul,Tigres UANL,0,1
Guadalajara Chivas,Atlas,1,2
Club America,Puebla,3,2
Pachuca,Atl. San Luis,3,2
Atlas,Guadalajara Chivas,1,1
Tigres UANL,Cruz Azul,0,1
Atlas,Tigres UANL,3,0
Club America,Pachuca,1,1
Tigres UANL,Atlas,4,2
Pachuca,Club America,3,0
Atlas,Pachuca,2,0
Pachuca,Atlas,2,1
Mazatlan FC,Puebla,2,4
Guadalajara Chivas,Juarez,0,0
Necaxa,Toluca,1,3
Tigres UANL,Cruz Azul,2,3
Club America,Atlas,0,0
UNAM Pumas,Club Tijuana,1,1
Atl. San Luis,Club Leon,1,2
Santos Laguna,Monterrey,4,3
Pachuca,Queretaro,2,0
Mazatlan FC,Tigres UANL,0,1
Club Tijuana,Juarez,0,2
Puebla,Santos Laguna,1,0
Club Leon,UNAM Pumas,3,3
Guadalajara Chivas,Atl. San Luis,0,1
Cruz Azul,Pachuca,1,2
Monterrey,Club America,3,2
Toluca,Atlas,3,2
Queretaro,Necaxa,1,2
Club America,Toluca,1,0
Puebla,Club Leon,1,1
Juarez,Queretaro,1,1
Atlas,Cruz Azul,3,2
Santos Laguna,Guadalajara Chivas,1,1
UNAM Pumas,Necaxa,1,0
Atl. San Luis,Monterrey,0,1
Tigres UANL,Club Tijuana,1,0
Pachuca,Mazatlan FC,1,1
Guadalajara Chivas,Club Leon,0,0
Queretaro,Monterrey,0,3
Mazatlan FC,Atl. San Luis,1,1
Necaxa,Juarez,1,0
Toluca,Santos Laguna,2,1
Cruz Azul,Puebla,2,2
Club Tijuana,Club America,2,0
Tigres UANL,Atlas,2,0
Pachuca,UNAM Pumas,0,0
Atlas,Club Tijuana,1,2
Juarez,Tigres UANL,0,1
Monterrey,Puebla,1,0
Atl. San Luis,Cruz Azul,0,0
Club Leon,Toluca,0,1
Necaxa,Pachuca,2,0
Queretaro,Guadalajara Chivas,2,2
UNAM Pumas,Mazatlan FC,1,1
Juarez,Toluca,1,1
Cruz Azul,Necaxa,1,0
Tigres UANL,Queretaro,2,1
Club Tijuana,Mazatlan FC,2,0
Guadalajara Chivas,Pachuca,0,0
Puebla,Atl. San Luis,0,0
UNAM Pumas,Monterrey,1,1
Santos Laguna,Atlas,1,0
Club Leon,Club America,3,2
Toluca,Puebla,1,1
Juarez,Atl. San Luis,1,1
Atlas,Queretaro,3,1
Mazatlan FC,Guadalajara Chivas,2,1
Monterrey,Club Leon,5,1
Santos Laguna,Cruz Azul,4,0
Toluca,Club Tijuana,3,1
Atl. San Luis,Necaxa,1,2
Pachuca,Tigres UANL,2,0
Club America,Juarez,2,1
Queretaro,Atl. San Luis,1,1
Necaxa,Monterrey,1,2
Club Tijuana,Puebla,3,3
Club Leon,Mazatlan FC,0,3
UNAM Pumas,Club America,0,3
Guadalajara Chivas,Atlas,1,1
Cruz Azul,Toluca,2,3
Tigres UANL,Santos Laguna,2,0
Atlas,Juarez,0,1
Mazatlan FC,Queretaro,1,1
Puebla,Necaxa,2,2
Toluca,Monterrey,1,1
Cruz Azul,Club Tijuana,1,2
Pachuca,Club America,0,3
Santos Laguna,Club Leon,2,1
Atl. San Luis,UNAM Pumas,3,2
Necaxa,Guadalajara Chivas,0,4
Queretaro,Club Tijuana,2,0
Atlas,Puebla,1,1
Monterrey,Tigres UANL,0,0
Club America,Cruz Azul,7,0
Juarez,Mazatlan FC,1,1
UNAM Pumas,Santos Laguna,1,5
Atl. San Luis,Toluca,1,0
Pachuca,Club Leon,1,0
Guadalajara Chivas,Monterrey,1,0
Queretaro,Club America,0,1
UNAM Pumas,Tigres UANL,1,1
Pachuca,Atlas,3,1
Club Tijuana,Santos Laguna,0,2
Puebla,Juarez,2,2
Mazatlan FC,Club America,1,3
Cruz Azul,Queretaro,2,1
Tigres UANL,Necaxa,0,0
Guadalajara Chivas,UNAM Pumas,3,1
Toluca,Pachuca,1,4
Club Leon,Atlas,4,2
Santos Laguna,Atl. San Luis,4,1
Club Tijuana,Monterrey,0,3
Atl. San Luis,Club Tijuana,0,0
Queretaro,Puebla,1,1
Necaxa,Club Leon,3,2
Juarez,Cruz Azul,2,2
Pachuca,Santos Laguna,2,0
Atlas,UNAM Pumas,0,0
Monterrey,Mazatlan FC,0,0
Club America,Tigres UANL,2,1
Toluca,Guadalajara Chivas,0,0
Club Leon,Juarez,1,0
Santos Laguna,Necaxa,3,1
Club America,Atl. San Luis,3,0
Monterrey,Cruz Azul,3,2
Puebla,Pachuca,2,2
Tigres UANL,Toluca,3,1
Mazatlan FC,Atlas,1,0
Club Tijuana,Guadalajara Chivas,1,2
UNAM Pumas,Queretaro,4,1
Juarez,Monterrey,0,1
Queretaro,Santos Laguna,3,3
Necaxa,Club America,1,2
Tigres UANL,Club Leon,0,1
Guadalajara Chivas,Puebla,1,0
Toluca,UNAM Pumas,2,2
Cruz Azul,Mazatlan FC,2,0
Atlas,Atl. San Luis,1,3
Pachuca,Club Tijuana,6,1
Guadalajara Chivas,Tigres UANL,1,4
Club America,Santos Laguna,3,3
Juarez,Pachuca,2,1
Cruz Azul,Club Leon,2,1
Puebla,Tigres UANL,2,1
Mazatlan FC,Toluca,1,1
Monterrey,Atlas,2,0
Club America,Guadalajara Chivas,2,1
UNAM Pumas,Cruz Azul,1,2
Club Leon,Queretaro,3,1
Santos Laguna,Juarez,2,0
Atl. San Luis,Pachuca,1,2
Club Tijuana,Necaxa,1,1
Necaxa,Mazatlan FC,2,2
Puebla,UNAM Pumas,2,1
Puebla,Club America,1,2
Juarez,UNAM Pumas,3,1
Atl. San Luis,Tigres UANL,0,3
Monterrey,Pachuca,0,0
Atlas,Necaxa,1,0
Cruz Azul,Guadalajara Chivas,2,1
Toluca,Queretaro,4,1
Santos Laguna,Mazatlan FC,3,0
Club Leon,Club Tijuana,2,2
Tigres UANL,Necaxa,2,0
Cruz Azul,Club Leon,1,0
Toluca,Juarez,3,0
Puebla,Guadalajara Chivas,1,1
Puebla,Club America,1,6
Cruz Azul,Monterrey,0,0
Toluca,Santos Laguna,4,3
Tigres UANL,Pachuca,1,0
Monterrey,Cruz Azul,3,0
Club America,Puebla,5,1
Santos Laguna,Toluca,1,2
Pachuca,Tigres UANL,2,1
Toluca,Club America,2,1
Pachuca,Monterrey,5,2
Club America,Toluca,1,1
Monterrey,Pachuca,0,1
Toluca,Pachuca,1,5
Pachuca,Toluca,3,1
Necaxa,Atl. San Luis,2,3
Club America,Queretaro,0,0
Monterrey,Guadalajara Chivas,0,1
UNAM Pumas,Juarez,2,1
Santos Laguna,Tigres UANL,0,3
Club Tijuana,Cruz Azul,1,1
Pachuca,Puebla,5,1
Atlas,Mazatlan FC,2,1
Atl. San Luis,Guadalajara Chivas,0,0
Puebla,Queretaro,2,0
Cruz Azul,Monterrey,2,3
Juarez,Club Tijuana,3,0
Toluca,Club America,2,2
Santos Laguna,UNAM Pumas,3,0
Tigres UANL,Pachuca,4,1
Club Leon,Necaxa,2,1
Mazatlan FC,Santos Laguna,1,2
Club Tijuana,Tigres UANL,1,1
Monterrey,Atl. San Luis,3,1
Club America,Puebla,2,2
Guadalajara Chivas,Toluca,1,2
Necaxa,Cruz Azul,1,0
UNAM Pumas,Club Leon,4,1
Queretaro,Atlas,3,3
Pachuca,Juarez,4,1
Atlas,Santos Laguna,2,2
Puebla,Monterrey,1,2
Club Tijuana,UNAM Pumas,0,0
Tigres UANL,Atl. San Luis,0,0
Club America,Mazatlan FC,6,0
Juarez,Guadalajara Chivas,1,2
Toluca,Club Leon,0,0
Pachuca,Necaxa,2,1
Atlas,Toluca,0,0
Atl. San Luis,Puebla,2,0
Necaxa,Club Tijuana,1,1
Mazatlan FC,Juarez,2,3
Club Leon,Pachuca,0,1
Cruz Azul,Tigres UANL,0,1
Santos Laguna,Club America,2,2
UNAM Pumas,Atlas,2,2
Guadalajara Chivas,Queretaro,1,1
Monterrey,Toluca,2,1
Queretaro,Club Leon,0,3
Atlas,Monterrey,0,2
Puebla,Mazatlan FC,3,1
Club Tijuana,Atl. San Luis,1,0
Club America,Necaxa,2,1
Juarez,Santos Laguna,3,1
Tigres UANL,UNAM Pumas,4,2
Pachuca,Guadalajara Chivas,1,1
Toluca,Cruz Azul,3,1
Club Leon,Puebla,2,0
Tigres UANL,Juarez,0,0
Atl. San Luis,Club America,1,3
Guadalajara Chivas,Club Tijuana,2,1
Monterrey,Queretaro,2,0
Necaxa,UNAM Pumas,3,1
Mazatlan FC,Pachuca,2,3
Juarez,Club Leon,0,0
Puebla,Cruz Azul,1,3
Atl. San Luis,Santos Laguna,1,1
Monterrey,Necaxa,2,1
Atlas,Tigres UANL,0,1
UNAM Pumas,Guadalajara Chivas,1,2
Queretaro,Mazatlan FC,1,1
Club America,Club Tijuana,2,1
Pachuca,Toluca,1,2
Cruz Azul,Atlas,1,0
Santos Laguna,Toluca,0,5
Necaxa,Queretaro,1,1
Mazatlan FC,UNAM Pumas,1,2
Cruz Azul,Juarez,1,0
Tigres UANL,Guadalajara Chivas,1,2
Atlas,Club America,2,2
Toluca,Atl. San Luis,2,0
Santos Laguna,Puebla,3,2
Club Tijuana,Pachuca,2,0
Club Leon,Monterrey,1,1
Mazatlan FC,Cruz Azul,3,1
Necaxa,Tigres UANL,0,1
Club Tijuana,Atlas,1,1
Club Leon,Atl. San Luis,2,0
Club America,Pachuca,0,3
Monterrey,Juarez,3,0
Guadalajara Chivas,Santos Laguna,2,0
UNAM Pumas,Puebla,2,4
Queretaro,Toluca,1,0
Atl. San Luis,Queretaro,2,0
Puebla,Guadalajara Chivas,1,0
Atlas,Club Leon,0,1
Cruz Azul,UNAM Pumas,1,0
Tigres UANL,Club America,0,2
Toluca,Mazatlan FC,4,1
Pachuca,Monterrey,1,2
Santos Laguna,Club Tijuana,3,2
Juarez,Necaxa,1,1
Puebla,Atlas,0,4
Club Tijuana,Toluca,3,3
Mazatlan FC,Necaxa,0,1
Cruz Azul,Atl. San Luis,1,0
Tigres UANL,Monterrey,0,1
Guadalajara Chivas,Club America,2,4
UNAM Pumas,Pachuca,0,2
Queretaro,Juarez,2,2
Club Leon,Santos Laguna,4,1
Mazatlan FC,Club Leon,1,2
Queretaro,Cruz Azul,2,2
Necaxa,Santos Laguna,0,0
Juarez,Puebla,0,2
Pachuca,Cruz Azul,0,2
Club America,Club Leon,2,2
Monterrey,Club Tijuana,4,0
Atlas,Guadalajara Chivas,3,3
Toluca,Tigres UANL,3,2
Atl. San Luis,Mazatlan FC,2,1
Queretaro,UNAM Pumas,1,0
Puebla,Toluca,1,2
Club Tijuana,Queretaro,1,2
Guadalajara Chivas,Necaxa,1,0
Club Leon,Cruz Azul,0,0
Tigres UANL,Mazatlan FC,1,2
Club America,Monterrey,2,1
UNAM Pumas,Atl. San Luis,3,1
Santos Laguna,Pachuca,1,4
Juarez,Atlas,1,1
Atl. San Luis,Juarez,2,0
Necaxa,Puebla,1,1
Mazatlan FC,Club Tijuana,1,2
Atlas,Pachuca,4,1
Club Leon,Guadalajara Chivas,0,2
Cruz Azul,Club America,1,3
UNAM Pumas,Toluca,3,1
Queretaro,Tigres UANL,0,0
Monterrey,Santos Laguna,1,2
Tigres UANL,Puebla,1,0
Mazatlan FC,Monterrey,0,2
Necaxa,Atlas,1,3
Club Tijuana,Club Leon,0,0
Pachuca,Atl. San Luis,2,1
Guadalajara Chivas,Cruz Azul,2,1
Club America,UNAM Pumas,1,1
Toluca,Juarez,1,1
Santos Laguna,Queretaro,0,2
Juarez,Club America,0,1
Puebla,Club Tijuana,5,2
Atl. San Luis,Atlas,0,0
Guadalajara Chivas,Mazatlan FC,4,1
Monterrey,UNAM Pumas,4,1
Cruz Azul,Santos Laguna,3,2
Toluca,Necaxa,3,0
Queretaro,Pachuca,0,1
Club Leon,Tigres UANL,3,0
Cruz Azul,Atlas,0,1
Pachuca,Santos Laguna,4,4
Club Leon,Atl. San Luis,1,3
Tigres UANL,Puebla,1,0
Santos Laguna,Monterrey,0,0
Atl. San Luis,Club America,1,3
Atlas,Guadalajara Chivas,1,0
Tigres UANL,Toluca,4,1
Monterrey,Santos Laguna,2,0
Club America,Atl. San Luis,1,2
Toluca,Tigres UANL,3,1
Guadalajara Chivas,Atlas,1,0
Tigres UANL,Monterrey,1,1
Guadalajara Chivas,Club America,0,1
Monterrey,Tigres UANL,0,1
Club America,Guadalajara Chivas,1,3
Tigres UANL,Guadalajara Chivas,0,0
Guadalajara Chivas,Tigres UANL,2,3
Club America,Juarez,1,2
Mazatlan FC,Pachuca,1,1
Club Tijuana,UNAM Pumas,2,3
Atl. San Luis,Monterrey,1,1
Tigres UANL,Puebla,1,1
Atlas,Cruz Azul,2,0
Toluca,Necaxa,0,0
Santos Laguna,Queretaro,0,2
Club Leon,Guadalajara Chivas,1,2
Puebla,Santos Laguna,2,3
Necaxa,Club Tijuana,1,1
Cruz Azul,Toluca,0,2
Guadalajara Chivas,Atl. San Luis,3,1
Juarez,Tigres UANL,1,1
UNAM Pumas,Mazatlan FC,0,0
Monterrey,Atlas,1,0
Club Leon,Pachuca,4,0
Santos Laguna,Atlas,0,0
Guadalajara Chivas,Necaxa,2,0
Mazatlan FC,Monterrey,0,3
Club Tijuana,Cruz Azul,2,1
Atl. San Luis,Queretaro,4,1
Club America,Puebla,3,0
Tigres UANL,Club Leon,1,0
Toluca,Juarez,2,4
Pachuca,UNAM Pumas,1,1
Club Leon,Mazatlan FC,2,1
UNAM Pumas,Toluca,1,1
Puebla,Atl. San Luis,1,2
Juarez,Guadalajara Chivas,1,1
Cruz Azul,Santos Laguna,2,2
Queretaro,Pachuca,1,1
Club America,Atlas,1,1
Necaxa,Tigres UANL,0,3
Guadalajara Chivas,Club Tijuana,1,0
Mazatlan FC,Puebla,1,0
Juarez,UNAM Pumas,4,1
Club America,Necaxa,3,2
Pachuca,Cruz Azul,1,0
Atl. San Luis,Club Leon,3,0
Puebla,Juarez,1,0
Club Tijuana,Mazatlan FC,1,1
Atlas,Toluca,0,0
Club America,Club Leon,1,1
Santos Laguna,Guadalajara Chivas,2,1
Necaxa,Queretaro,0,1
UNAM Pumas,Tigres UANL,2,1
Monterrey,Cruz Azul,1,2
Pachuca,Atl. San Luis,0,2
Toluca,Monterrey,1,0
Queretaro,Atlas,1,2
Tigres UANL,Santos Laguna,3,2
Juarez,Mazatlan FC,3,1
Puebla,Club Tijuana,3,0
Club Leon,Necaxa,1,1
Santos Laguna,UNAM Pumas,2,1
Tigres UANL,Queretaro,5,0
Cruz Azul,Club America,2,3
Toluca,Pachuca,5,0
Guadalajara Chivas,Monterrey,1,2
Atl. San Luis,Atlas,2,0
Mazatlan FC,Cruz Azul,2,2
Club Tijuana,Toluca,2,1
Necaxa,Juarez,1,1
Monterrey,Club Leon,3,1
Club America,Guadalajara Chivas,4,0
UNAM Pumas,Atl. San Luis,3,2
Queretaro,Puebla,1,1
Atlas,Tigres UANL,2,0
Pachuca,Santos Laguna,3,2
Queretaro,Club America,1,2
Atl. San Luis,Mazatlan FC,3,2
Juarez,Atlas,1,2
Puebla,UNAM Pumas,0,2
Club Leon,Club Tijuana,1,0
Guadalajara Chivas,Pachuca,0,0
Tigres UANL,Monterrey,3,0
Toluca,Club America,1,1
Cruz Azul,Queretaro,1,3
Santos Laguna,Necaxa,2,5
Guadalajara Chivas,Mazatlan FC,1,3
Atlas,Puebla,2,3
Queretaro,Club Leon,1,1
Atl. San Luis,Cruz Azul,1,2
Club Tijuana,Juarez,5,1
Pachuca,Necaxa,1,1
Club America,UNAM Pumas,1,0
Mazatlan FC,Tigres UANL,2,3
Toluca,Guadalajara Chivas,1,1
Puebla,Monterrey,1,1
Club America,Pachuca,4,0
Necaxa,Cruz Azul,1,3
UNAM Pumas,Queretaro,4,0
Santos Laguna,Club Tijuana,2,1
Tigres UANL,Toluca,2,2
Mazatlan FC,Club America,1,2
Monterrey,Juarez,3,1
Guadalajara Chivas,Atlas,4,1
Pachuca,Tigres UANL,1,1
Cruz Azul,UNAM Pumas,1,4
Toluca,Queretaro,3,1
Necaxa,Puebla,1,2
Santos Laguna,Club Leon,0,2
Club Tijuana,Atl. San Luis,2,1
Atlas,Mazatlan FC,1,3
Juarez,Pachuca,0,1
Puebla,Guadalajara Chivas,0,2
Club Leon,Toluca,1,0
Club America,Santos Laguna,4,3
Queretaro,Club Tijuana,1,0
Tigres UANL,Cruz Azul,2,1
UNAM Pumas,Monterrey,0,1
Atl. San Luis,Necaxa,4,0
Club Leon,Atlas,1,1
Monterrey,Club Tijuana,3,1
Juarez,Atl. San Luis,3,2
Necaxa,UNAM Pumas,1,0
Mazatlan FC,Queretaro,3,0
Cruz Azul,Club Leon,1,0
Guadalajara Chivas,Tigres UANL,0,4
Pachuca,Puebla,1,1
Monterrey,Club America,0,3
Toluca,Atl. San Luis,3,1
Santos Laguna,Juarez,5,1
Club Tijuana,Atlas,2,0
Queretaro,Guadalajara Chivas,1,2
Toluca,Puebla,0,1
Club Leon,UNAM Pumas,1,1
Monterrey,Necaxa,3,0
Atlas,Pachuca,0,2
Cruz Azul,Juarez,2,0
Atl. San Luis,Club America,0,1
Club Tijuana,Tigres UANL,2,0
Mazatlan FC,Santos Laguna,3,1
Puebla,Club Leon,5,4
Tigres UANL,Atl. San Luis,2,2
Club America,Club Tijuana,3,0
Guadalajara Chivas,Cruz Azul,1,0
Pachuca,Monterrey,0,2
UNAM Pumas,Atlas,3,0
Necaxa,Mazatlan FC,4,0
Santos Laguna,Toluca,3,1
Juarez,Queretaro,0,3
Monterrey,Santos Laguna,3,0
Atlas,Necaxa,0,0
Mazatlan FC,Toluca,1,0
Club Tijuana,Pachuca,2,3
Atl. San Luis,Santos Laguna,0,2
Queretaro,Monterrey,0,0
UNAM Pumas,Guadalajara Chivas,1,0
Tigres UANL,Club America,0,0
Cruz Azul,Puebla,1,2
Club Leon,Juarez,2,1
Atl. San Luis,Club Leon,3,2
Santos Laguna,Mazatlan FC,2,1
Club Leon,Santos Laguna,3,2
Club Leon,Club America,2,2
Atl. San Luis,Monterrey,1,0
Puebla,Tigres UANL,2,2
Guadalajara Chivas,UNAM Pumas,1,0
Club America,Club Leon,2,0
Monterrey,Atl. San Luis,1,1
UNAM Pumas,Guadalajara Chivas,3,0
Tigres UANL,Puebla,3,0
Atl. San Luis,Club America,0,5
UNAM Pumas,Tigres UANL,0,1
Club America,Atl. San Luis,0,2
Tigres UANL,UNAM Pumas,1,1
Tigres UANL,Club America,1,1
Club America,Tigres UANL,0,0
Queretaro,Toluca,2,2
Mazatlan FC,Atl. San Luis,0,1
Cruz Azul,Pachuca,0,1
Guadalajara Chivas,Santos Laguna,1,1
Club Tijuana,Club America,0,2
Monterrey,Puebla,2,0
UNAM Pumas,Juarez,1,0
Necaxa,Atlas,2,1
Club Leon,Tigres UANL,1,2
Puebla,Necaxa,1,2
Atl. San Luis,UNAM Pumas,3,1
Juarez,Cruz Azul,0,0
Toluca,Mazatlan FC,4,1
Club America,Queretaro,2,0
Atlas,Club Tijuana,0,0
Tigres UANL,Guadalajara Chivas,1,0
Santos Laguna,Monterrey,0,2
Atl. San Luis,Tigres UANL,1,2
Monterrey,Queretaro,1,1
Juarez,Club America,0,2
Puebla,Toluca,1,1
Club Tijuana,Guadalajara Chivas,1,1
Club Leon,Santos Laguna,3,2
Cruz Azul,Mazatlan FC,2,1
Monterrey,Atl. San Luis,3,1
Necaxa,Club America,0,0
UNAM Pumas,Pachuca,3,1
Atlas,Juarez,2,1
Queretaro,Tigres UANL,1,1
Cruz Azul,Club Tijuana,1,0
Mazatlan FC,Club Leon,2,2
Santos Laguna,Puebla,3,0
Guadalajara Chivas,Toluca,3,2
Pachuca,Atlas,4,3
UNAM Pumas,Necaxa,2,2
Queretaro,Cruz Azul,1,3
Puebla,Mazatlan FC,3,2
Toluca,Club Leon,4,1
Juarez,Necaxa,2,2
Tigres UANL,UNAM Pumas,2,2
Pachuca,Club Tijuana,3,2
Club America,Monterrey,1,1
Atlas,Santos Laguna,3,0
Atl. San Luis,Guadalajara Chivas,0,2
Pachuca,Club Leon,3,2
Mazatlan FC,Atlas,2,0
Club Tijuana,Queretaro,1,1
Necaxa,Toluca,3,3
Guadalajara Chivas,Juarez,2,1
Club Leon,Club America,0,1
Cruz Azul,Atl. San Luis,3,0
Monterrey,Pachuca,3,2
Santos Laguna,Tigres UANL,0,3
UNAM Pumas,Puebla,3,0
Atlas,UNAM Pumas,0,0
Queretaro,Necaxa,1,1
Mazatlan FC,Guadalajara Chivas,2,2
Atl. San Luis,Club Tijuana,3,3
Pachuca,Club America,2,1
Cruz Azul,Tigres UANL,1,0
Atlas,Club Leon,0,1
UNAM Pumas,Santos Laguna,3,0
Monterrey,Toluca,0,0
Puebla,Pachuca,1,4
Necaxa,Guadalajara Chivas,1,0
Toluca,Santos Laguna,1,0
Club America,Mazatlan FC,2,2
Club Leon,Cruz Azul,2,3
Puebla,Queretaro,0,2
Juarez,Monterrey,0,3
Necaxa,Pachuca,1,1
Club Leon,Atl. San Luis,1,0
Tigres UANL,Atlas,1,1
Guadalajara Chivas,UNAM Pumas,3,1
Club America,Cruz Azul,1,0
Toluca,Club Tijuana,2,0
Santos Laguna,Mazatlan FC,1,0
Queretaro,Atl. San Luis,4,1
Tigres UANL,Juarez,1,0
Club Tijuana,Monterrey,1,1
Atl. San Luis,Puebla,4,0
Queretaro,Santos Laguna,0,1
Mazatlan FC,Necaxa,2,1
Toluca,Tigres UANL,2,1
Pachuca,Juarez,3,2
Cruz Azul,Guadalajara Chivas,3,0
Atlas,Club America,1,5
Monterrey,UNAM Pumas,3,0
Club Tijuana,Club Leon,1,1
Puebla,Atlas,2,2
Necaxa,Atl. San Luis,3,1
Juarez,Toluca,1,1
Guadalajara Chivas,Club Leon,1,2
Pachuca,Queretaro,1,2
Santos Laguna,Cruz Azul,3,0
Club America,Tigres UANL,2,0
UNAM Pumas,Club Tijuana,3,3
Monterrey,Mazatlan FC,2,1
Queretaro,Juarez,1,0
Club Tijuana,Santos Laguna,2,2
Cruz Azul,Necaxa,1,2
Club Leon,Puebla,2,1
Tigres UANL,Mazatlan FC,5,1
Guadalajara Chivas,Club America,0,0
Atlas,Monterrey,1,2
Atl. San Luis,Pachuca,2,1
Toluca,UNAM Pumas,3,0
Juarez,Puebla,4,3
Puebla,Tigres UANL,2,3
Club America,Atl. San Luis,2,1
Mazatlan FC,Club Tijuana,2,0
Monterrey,Guadalajara Chivas,0,2
Pachuca,Toluca,2,3
UNAM Pumas,Cruz Azul,0,0
Atlas,Queretaro,2,3
Necaxa,Club Leon,1,2
Juarez,Santos Laguna,2,1
Mazatlan FC,UNAM Pumas,0,4
Club Tijuana,Necaxa,2,3
Club Leon,Queretaro,0,2
Tigres UANL,Pachuca,0,3
Guadalajara Chivas,Puebla,3,2
Cruz Azul,Monterrey,2,1
Santos Laguna,Club America,1,1
Toluca,Atlas,4,1
Atl. San Luis,Juarez,2,3
Queretaro,Mazatlan FC,0,2
Necaxa,Santos Laguna,2,0
Puebla,Cruz Azul,0,1
Pachuca,Guadalajara Chivas,0,1
Club America,Toluca,5,1
Monterrey,Tigres UANL,3,3
Atlas,Atl. San Luis,2,1
UNAM Pumas,Club Leon,1,0
Juarez,Club Tijuana,0,1
Mazatlan FC,Juarez,0,2
Atl. San Luis,Toluca,1,5
Club Tijuana,Puebla,3,1
Club Leon,Monterrey,2,0
Guadalajara Chivas,Queretaro,2,0
Santos Laguna,Pachuca,0,2
Tigres UANL,Necaxa,5,2
UNAM Pumas,Club America,2,1
Cruz Azul,Atlas,2,2
Puebla,Club America,1,2
Queretaro,UNAM Pumas,1,1
Juarez,Club Leon,1,1
Toluca,Cruz Azul,0,1
Tigres UANL,Club Tijuana,4,1
Pachuca,Mazatlan FC,1,1
Atlas,Guadalajara Chivas,0,1
Necaxa,Monterrey,2,5
Santos Laguna,Atl. San Luis,0,3
Necaxa,Queretaro,1,1
Pachuca,UNAM Pumas,0,0
Pachuca,Necaxa,2,1
Tigres UANL,Monterrey,1,2
UNAM Pumas,Cruz Azul,0,2
Pachuca,Club America,1,1
Guadalajara Chivas,Toluca,1,0
Club America,Pachuca,1,1
Toluca,Guadalajara Chivas,0,0
Cruz Azul,UNAM Pumas,2,2
Monterrey,Tigres UANL,1,1
Guadalajara Chivas,Club America,0,0
Monterrey,Cruz Azul,0,1
Club America,Guadalajara Chivas,1,0
Cruz Azul,Monterrey,1,2
Cruz Azul,Club America,1,1
Club America,Cruz Azul,1,0
Puebla,Santos Laguna,1,0
